company_name,sector,stage,Amount,location,description,ï»¿Company/Brand,Investor,Year
Firescore,Gaming,Bridge Round,500000.0,Mumbai,Game development studio,,Crazy Labs,2020
BulBul,Social commerce,Bridge Round,3000000.0,Gurgaon,A video and livestream led commerce platform that makes online shopping engaging,,Info Edge,2020
Toppr,EdTech,Series D,46761000.0,Mumbai,It provides AI-based after school learning app for K12,,Foundation Holdings,2020
Pickright Technologies,FinTech,Seed Round,175000.0,Bangalore,Marketplace for stock market investors and advisors,,"Sanjay Mehta, Vikram Pandya, Gaurav Gupta, Vivel Srivatsav, Madhavi Bollipalli, Srinivas Paanem, Satish Bogullu",2020
Muse Wearables,Tech,Seed Round,3000000.0,Chennai,It sells the world’s first payment-enabled hybrid smartwatches,,Dr. Bhaskar Rao Bollineni,2020
SATYA Microcapital,FinTech,Seed Round,3000000.0,Delhi,Microfinance company that offers collateral-free credit to micro enterprises,,BlueOrchard Finance Limited,2020
WYN Studio,Entertainment,Seed Round,3000000.0,Gurugram,It creates video content and podcasts,,India Angel Fund,2020
Fourth Partner Energy,Solar Solution,Seed Round,15000000.0,Bangalore,Largest startup in the distributed solar sector,,ResponsAbility Investments AG,2020
Entri,EdTech,Pre series A,1700000.0,Kochi,Local language learning startup,,Good Capital,2020
Snack Amor,Food & Beverage,Pre series A,3000000.0,Mumbai,Healthy snack startup,,Dr Srinivas Chunduru,2020
MPowered,SaaS,Pre series A,21000000.0,Gurugram,Asset Management Solutions,,"Ashok Nichani, Shelly Nichani",2020
Leap Club,Social Media,Pre series A,3000000.0,Gurugram,Community led professional network for women,,Titan Capital,2020
Ather Energy,Automotive,Series C,11241000.0,Bangalore,Electric scooter manufacturer,,Hero MotoCorp,2020
Gigforce,HR tech,Series C,804000.0,Bangalore,Provides staffing solutions for businesses,,Unitus Venture,2020
Vegrow,Agritech,Seed Round,2500000.0,Bangalore,It is building an asset-light farm by partnering with small farms on a profit-sharing model,,"Matrix Partners India, Ankur Capital",2020
Finn,FinTech,Pre series A,3000000.0,Bangalore,Neobanking startup that digitises all banking transactions,,"Unicorn India, PointOne Capital, Astir Ventures",2020
Bijnis,B2B marketplace,Series A,10000000.0,Bangalore,Provides a platform for manufacturers and retailers in digital transaction,,"Sequoia Capital India, Matrix Partners India, InfoEdge, Waterbridge Ventures",2020
iNurture,EdTech,Series A,1340000.0,Bangalore,"It provides a conducive and healthy teaching, learning environment",,BlackSoil Capital,2020
StyleDotMe,Fashion,Pre series A,467000.0,Gurugram,"mirrAR, helps jewellers sell jewellery with no physical inventory",,Survam Partners,2020
Ripsey,Nutrition tech,Pre series A,133000.0,Mumbai,It plans meals in consultation from fitness experts and nutritionists and prepares them in-house,,Ah! Ventures,2020
ThriveFNC,Health & Wellness,Seed Round,3000000.0,Pune,Focusses on reversing chronic lifestyle disorders through functional nutrition.,,Rajesh Ranavat,2020
Vedantu,EdTech,Series D,100000000.0,Bangalore,Onine learning platform,,Coatue,2020
Magicpin,FinTech,Series D,7000000.0,Gurugram,"It is a local discovery, rewards, and commerce platform",,Samsung Venture Investment Corporation,2020
Procol,Agritech,Series D,3823000.0,Delhi,Commodity procurement platform,,Sequoia Surge,2020
Yumlane,Cloud Kitchen,Pre series A,1000000.0,Mumbai,Online retailer that offers a range of on-the-go hot snacking and meals,,Jetty Ventures,2020
Crio,EdTech,Pre series A,934000.0,Bangalore,A learning platform for developers,,021 Capital,2020
Openapp,IoT,Pre series A,500000.0,Bangalore,Security solutions startup,,Unicorn India Ventures,2020
PumPumPum,IoT/Automobile,Pre series A,293000.0,Gurugram,Offers leased car services,,LetsVenture Syndicate,2020
uFony Services Pvt ltd,EdTech,Pre series A,3000000.0,Pune,"School Diary, a platform that brings education to smartphones",,Chennai Angels,2020
Protinus Fashion Networking Pvt Ltd,Fashion,Pre series A,3000000.0,Mumbai,Owns and operates fashion commerce and retail management platform 6Degree,,SucSEED Ventures,2020
Uable,EdTech,Seed Round,3000000.0,Bangalore,Online life skills development platform for children,,3one4 Capital,2020
ParkSmart,IoT,Seed Round,198000.0,Delhi,Parking spot reservation platform,,Ah! Ventures,2020
Plum,Healthtech,Seed Round,927000.0,Bangalore,Provides health benefits to corporates,,Incubate Fund,2020
IncNut Digital,E-commerce,Series A,4000000.0,Hyderabad,Owns and Operates two women-centric digital media platforms -- Stylecraze.com and Momjunction.com,,RPSG Ventures,2020
GigIndia,Tech,Pre series A,971000.0,Pune,Marketplace that provides on-demand work completion for companies through workforce of jobseekers,,Incubate Fund India,2020
Specsmaker,Eye Wear,Pre series A,3060000.0,Chennai,Online optical chain for eye wears,,Eight Road Ventures,2020
Piggy Ride,SaaS,Pre series A,1862000.0,Bangalore,"Offers parents and kids, a platform to browse and book extracurricular interest-based activities",,"JAFCO Asia, Artha Venture Fund",2020
Chai Waale,Beverage,Pre series A,232000.0,Chennai,Tea Brand,,"Tharun Dhariwal, Sunil Kumar Singhvi, Arun Ostwal, Vishal Ostwal, Gunavanth Vaid, Bharat Kumar",2020
NOTO,Food,Pre seed round,3000000.0,Mumbai,A brand that makes healthy icecream,,WEH Ventures,2020
Cuemath,EdTech,Series B,2888000.0,Bangalore,It helps students to learn math online,,Trifecta Capital,2020
Cars24,Automotive,Series B,1328000.0,Gurgaon,Online platform for selling used cars,,Vivriti Capital,2020
JetSynthesys,Digital tech,Series B,40000000.0,Pune,Digital entertainment and technology company,,"Adar Poonawalla, Kris Gopalakrishnan",2020
Earth Energy EV,Automotive,Seed Round,3000000.0,Mumbai,Electric vehicles startup,,LR Joshi,2020
Green Cure,Health & Wellness,Seed Round,3000000.0,Delhi,It sells herbal OTC products,,Venture Catalysts,2020
Blue Sky Analytics,Data Intelligence,Seed Round,1200000.0,Gurugram,"It is building AI-powered infrastructure to analyse air quality, pollution etc",,"Beenext, Rainmatter CApital Pvt Ltd, Stanford Angels & Entrepreneurs",2020
Edhusk,EdTech,Seed Round,3000000.0,Jaipur,Provieds personalised learning to students by leveraging technology-driven models,,Mumbai Angel Network,2020
Decentro,FinTech,Series A,15500000.0,Bangalore,Automated API-based platform that enables financial integrations.,,Y Combinator,2020
Zolostays,Co-living,Series C,56000000.0,Bangalore,It offers affordable housing apartments to young professionals and students,,"Investcorp, Nexus Venture Partners, Mirae Assets, Trifecta Capital",2020
Frontier Markets,E-commerce,Pre series A,2250000.0,Jaipur,Women entreprenuers sells products and services to rural India,,"ENGIE RAssembleurs d'Energies, The Rise Fund, and The Singh Family Trusts,Teja Ventures, Beyond Capital Fund.",2020
Brainwired,Agritech,Pre series A,3000000.0,Kerala,India’s first livestock health monitoring company,,"Kritik Abiram, Parthiv Rokadia, Gaurav Saraogi",2020
Aye Finance,FinTech,Series E,16753000.0,Gurugram,A finance lender to SMEs,,Invest in Vision,2020
Paper Boat,Food & Beverages,Series E,3700000.0,Gurugram,Ecommerce platform for beverages and snacks,,"Sofina Ventures, A91 Emerging fund, SCI Growth Investment II, Catamarann Ventures",2020
Ken42,EdTech,Series E,1470000.0,Bangalore,A platform that caters to evolving needs of institutions,,Turbostart,2020
Forbidden Foods,Food,Seed Round,1000000.0,Delhi,Packaged snacks company,,"Globevestor, Secocha Ventures, First Cheque VC, Kashyap Deorah, Vijay Sivaram",2020
Universal Sportsbiz,Fashion,Seed Round,530000.0,Bangalore,Indian fashion industry with on-trend products,,NB Ventures,2020
Gobbly,Retail,Seed Round,500000.0,Gurugram,A contactless retail store filled with fruits and veggies,,Sauce vc,2020
Aerostrovilos,Automotive,Seed Round,3000000.0,Chennai,Manufactures micro gas turbines for power-based application,,Mumbai Angels Network,2020
Mitron,Entertainment,Seed Round,267000.0,Bangalore,Short Video and Social Platform,,"3One4 Capital, LetsVenture",2020
Bulk MRO,B2B,Seed Round,3344000.0,Mumbai,A full stack B2B platform for industrial supplies,,Stride Ventures,2020
Inspektlabs,AI,Pre series A,600000.0,Delhi,Focuses on building computer vision products for physical asset inspections,,"Better Capital, Titan Capital",2020
Big Bang Boom Solutions,Defense tech,Series A,1000000.0,Chennai,It developed integrated intellectual properties for defense,,Mumbai Angels Network,2020
Flinto,EdTech,Pre series B,7200000.0,Chennai,It is an educational subscription-box focussed at activity-based learning for the ages 2-12,,Lightbox Ventures,2020
Zetwerk,Marketplace,Series C,21000000.0,Bangalore,B2B marketplace that connects manufacturing companies for industrial equipements,,Greenoaks,2020
ChitMonks,FinTech,Pre series A,650000.0,Hyderabad,Offers enterprise private platform for chit fund firms,,Unicorn India Ventures,2020
Walrus,FinTech,Pre-Seed,3000000.0,Bangalore,It provides banking solutions for teens and young adults,,Better Capital,2020
Arth Designbuild,Construction tech,Pre-Seed,1100000.0,Hyderebad,Construction technology and solutions provider,,"Startup-O, Eden Ventures",2020
goDutch,FinTech,Seed Round,1700000.0,Mumbai,Group Payments platform,,"Matrix India, Y Combinator, Global Founders Capital, Soma Capital, VentureSouq",2020
Rusk Media,Digital Media,Seed Round,3000000.0,Delhi,It creates video content,,"InfoEdge Venture Fund, Sprout Venture Partners",2020
Bold Care,Health & Wellness,Seed,3000000.0,Mumbai,Digital platform that offers sexologist consultations for  men,,"Rajesh Ranavat, Abhishek Shah, Sheetal Bahl, Manu Rikhye, Ashish Taneja, Kabir Kochhar, Mohit Satyanand",2020
Samosa Party,Food,Seed,3000000.0,Bangalore,Provides quality Indian Snacks,,Inflection Point Ventures,2020
High Street Essentials,E-commerce,Pre series C,2743000.0,New Delhi,The parent company of women's fashion brands FabAlley and Indya,,"SAIF Partners, India Quotient",2020
Byju's,EdTech,Pre series C,3000000.0,Bangalore,Provides online learning classes,,BOND,2020
Slice,FinTech,Pre series B,6082000.0,Bangalore,A financial platform for youngsters,,Gunosy,2020
Bombay Play,Gaming,Pre series A,1500000.0,Bangalore,It designs and creates online multiplayer games,,"Leo capital, Ramakant Sharma",2020
Fullife,Healthtech,Pre series A,6609000.0,Mumbai,It sells sports nutrition supplements through a brand called Fast&Up,,Amansa Capital,2020
Oziva,Nutrition,Series A,5000000.0,Bangalore,Clean Label Active Nutrition Brand,,Matrix Partners,2020
Aye Finance,FinTech,Series E,27700000.0,Gurugram,A finance lender to SMEs,,"Capital G, Alphabet's Independent growth fund",2020
Aether Biomedical,Medtech,Seed,3000000.0,Delhi,"Medical robotics startup, focussed on developing rehabilitation devices",,Chiratae Ventures,2020
91springboard,Coworking,Seed,5940000.0,Delhi,It offers collaborative workspace with varied amenities,,"Pearl Brook Holdings Ltd, Al Nour International Holdings Co.",2020
Yulu,Micro-mobiity,Seed,3964000.0,Bangalore,The electric and scooter rental startup,,Rocketship,2020
Milkbasket,Logistics,Seed,5500000.0,Gurugram,Hyperlocal delivery service startup,,Inflection Point Ventures,2020
MergerDomo,Marketplace,Seed,197000.0,Noida,Global online corporate deal sourcing and consulting marketplace,,"Nadir Godrej, Individual Investors",2020
GoMechanic,Auto-tech,Series B,3000000.0,Delhi,Find automobile repair and maintenance service providers,,Pawan Munjal,2020
Milk Mantra,Food,Series B,10000000.0,Odisha,Produces Dairy Products,,US International Development Finance Corporation,2020
Myglamm,Beauty,Series B,4327000.0,Mumbai,On-demand beauty services provider,,"Tano India, L’Occitane, Bessemer",2020
Drishti Technologies,AI,Series B,25000000.0,Bangalore,"AI-based video analytics, data, and insights bring benefits to manufacturers",,Sozo Ventures,2020
Instasolv,EdTech,Pre series A,2000000.0,Noida,It is a doubt-solving app for students from Class 6 to 12,,Undisclosed,2020
GoldenPi,FinTech,Pre series A,459000.0,Bangalore,An online aggregator of bonds and debentures available in the secondary market,,Rainmatter Capital,2020
Peppermint,Robotics,Seed Round,3000000.0,Bangalore,Industrial robotics startup,,"Venture Catalysts, Naveen Kshatriya,",2020
Sarva,Yoga & wellness,Seed Round,3000000.0,Mumbai,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,,Shikhar Dhawan,2020
Jai Kisan,FinTech,Pre series A,3937000.0,Mumbai,A platform that caters the need of customers in rural areas,,"Arkam Ventures, Nabventures",2020
Agro2o,Agritech,Pre series A,3000000.0,New Delhi,It develops products focused on making hydroponics-based farming,,Mumbai Angels Network,2020
LetsTransport,Logistics,Pre series A,1313500.0,Bangalore,Offers techno logistics solutions,,Stride Ventures,2020
GabbarDeals,E-commerce,Pre series A,3000000.0,Pune,Online-to-Offline platforms for mobile phones & accessories,,Venture Catalysts,2020
Crimson Healthcare,Med Tech,Pre series A,229800.0,Delhi,It innovates cutting edge solutions for various problems in the healthcare system,,Mumbai Angels Network,2020
Biomoneta,Life sciences,Seed Round,3000000.0,Bangalore,It develops germicidal technologies,,"Beyond Next Ventures, ArthaVida Ventures, Dr Aniruddha Malpani",2020
Edvizo,EdTech,Seed Round,150000.0,Bangalore,"Online marketplace to search, compare and enrol in the best institutes for competitive exam preparation",,Inflection Point Ventures,2020
Servify,SaaS,Series C,11370000.0,Mumbai,Operates device management and support platform,,"Iron Pillar, Blume Ventures",2020
Drum Food,Food,Series C,5305000.0,Mumbai,It runs yoghurt brand Epigamia,,"Danone Manifesto, Mousse Partners",2020
Innoviti,SaaS,Series C,3000000.0,Bangalore,Digital payments solutions company,,"Entrepreneurial Development Bank, Bessemer Venture Partners",2020
Jiffy ai,AI,Series A,18000000.0,Bangalore,Enterprise automation startup,,Nexus Venture Partners,2020
Postman,Tech,Series C,150000000.0,Bangalore,API development platform startup,,Insight Partners,2020
F5,Retail,Series C,3000000.0,Bangalore,It provides opportunities for its partner vendors to upsell and cross-sell their products.,,Venture Catalysts,2020
Waycool,Agritech,Series C,5500000.0,Chennai,Food development and distribution services,,Induslnd Bank,2020
Myelin Foundry,Deep Tech AI,Series C,3000000.0,Bangalore,"It builds AI based algorithms on video, voice and sensor",,Pratithi,2020
Ameliorate Biotech,Biotech,Angel Round,264000.0,Bangalore,"Their products address the needs in Early Stage Diagnostics, Bio-Similars and Nutraceuticals.",,"PadUp, Villgro USA, Vinners, LetsVenture, SINE IIT Bombay, DERBI",2020
Hapramp,Blockchain,Angel Round,1000000.0,Gurugram,Startup working on technologies like blockchain and social media,,Anand Mahindra,2020
MyKaam,HrTech,Angel Round,3000000.0,Bangalore,Online job searching and recruiting platform,,"Dr Apoorva Ranjan Sharma, Mrunal Jhaveri, Nirav Panchmatia, Vikas Kapoor, Karan Garg",2020
HealthPlix,Healthtech,Series B,6000000.0,Bangalore,It provides clinical software for doctors,,"JSW Ventures, Chiratae Ventures, Kalaari Capital",2020
YoloBus,Mobility,Series A,3300000.0,Gurugram,Intercity bus service startup,,Nexus Venture Partners,2020
iNurture Education,EdTech,Series A,4000000.0,Bangalore,"It provides a conducive and healthy teaching, learning environment",,Kimera Ltd,2020
Pocket52,Gaming,Series A,1750000.0,Bangalore,An online poker playing platform,,Gameskraft,2020
QuaQua,Travel,Series A,1000000.0,Hyderabad,Virtual travel guide platform,,Anthill Ventures,2020
Crofarm,Agritech,Series A,1000000.0,Delhi,Supply chain that supports farmers and provides businesses with freshest produce,,Smile group,2020
Timios,Food & Beverage,Pre series A,3000000.0,Bangalore,Provides healthy snacks for kids,,Rangsons Technologies,2020
Wooden Street,E-commerce,Series A,3000000.0,Jaipur,It enables to order custom furniture online,,IAN Fund,2020
BankBazaar,FinTech,Series D,5967000.0,Chennai,Online marketplace that gives customers instant customised offers on loans and credit cards,,WSV Capital,2020
Rentmojo,Rental,Series D,2980000.0,Bangalore,"Rental platform for furniture, appliances & electronics",,"Gautam Dalmia, Pratithi Investment Trust, Shri Investment",2020
Credgencies,AI & Debt,Seed Round,3000000.0,Bangalore,Tech-enabled platform for resolution of non-performing assets,,Titan Capital,2020
Knorish,SaaS/Edtech,Pre series A,323000.0,Delhi,All-in-one knowledge commerce SaaS platform,,100x VC,2020
LetsTransport,Logistics,Pre series A,1326000.0,Bangalore,Offers techno logistics solutions,,Black Soil,2020
Vahak,Logistics,Seed Round,3000000.0,Bangalore,It enables logistic companies to conncet with transporters,,"Leo Capaitals, Amit Gupta, Abhishek Goyal, Ramakant Sharma, Harsh Pokhran",2020
Nutrova,Nutrition,Pre series A,3000000.0,Mumbai,"Nutraceutical company developing evidence-based nutrition and nutraceutical products,",,DSG Consumer Partners,2020
Cube Wealth,SaaS,Mid series,500000.0,Mumbai,A digital wealth management services,,"Beenext, Asuka Holding",2020
IVF Access,Healthtech,Series A,5000000.0,Bangalore,It provdes IVF treatments,,Vertex Ventures SEA & India,2020
Hoi Foods,Food & Beverage,Pre series A,2000000.0,Delhi,Quality food solution,,Crowd Fund,2020
Ola Financial Services,FinTech,Series A,27000000.0,Bangalore,It operates Ola Money,,Matrix Partners,2020
Awifs,Co-working,Series A,5200000.0,Delhi,Provides office space solutions,,"Bisque Limited, Link Investment Trust.",2020
Dunzo,Logistics,Series A,55000000.0,Bangalore,India-based hyperlocal delivery startup,,Undisclosed,2020
Swiflearn,EdTech,Seed Round,3000000.0,Gurugram,Learning platform for K-10 students looking for personalised learning,,"Stellaris Venture Partners, Venture Highway",2020
Remedo,Healthtech,Pre series A,3000000.0,Delhi,The platform connects doctors with patients,,River Rock Ventures. Inflection Point Ventures,2020
Blowhorn,Logistics,Pre series A,3000000.0,Bangalore,Tech platform that connects logistics service seekers with mini-truck drivers,,Trifecta Capital,2020
Toch,AI,Pre series A,1000000.0,Mumbai,"Helps online video creators, media companies, advertisers, and OTT platforms optimise their videos",,"Chinaccelerator, 9 Unicorns Fund, Inflection Point Ventures",2020
Gram Cover,Insurtech,Pre series A,3000000.0,Noida,It provides insurance products in rural areas,,"EMVC, Flourish, Omidyar Network India",2020
Coin DCX,Blockchain,Pre series A,2500000.0,Mumbai,Hybrid crypto exchange platform,,Polychain Capital,2020
HomeCapital,FinTech,Pre series A,3000000.0,Mumbai,Home Down Payment Assistance Program,,Varanium NexGen Fund,2020
Euler Motors,Automotive tech,Series A,2530000.0,Delhi,Startup focusses on electric vehicles,,Inventus III India Fund,2020
Riskcovry,Insurtech,Pre series A,3000000.0,Mumbai,Offers various insurance products,,"Bharat Inclusion Seed Fund, Varanium Capital, and Better Capital",2020
NWNT (No Worry No Tension Healthcare),Healthtech,Pre series A,3000000.0,Delhi,Mental healthtech startup,,Amit Burman,2020
Voicezen,AI,Pre series A,3000000.0,Gurugram,Conversational AI startup,,Bharti Airtel,2020
Leap Club,FinTech,Pre seed round,340000.0,Gurugram,Community led professional network for women,,"Whiteboard Capital, FirstCheque, Artha India Ventures, Sweta Rau, Deepak Abbot, Amrish Rau, Harpreet Singh Grover",2020
Credit Mantri,FinTech,Pre seed round,792000.0,Chennai,Offers free credit score and a detailed credit analysis report,,"IDG Ventures, Elevar Equity, Accion",2020
Xtracap,FinTech,Pre seed round,1000000.0,Gurugram,"Offers online payment solution,schemes, order management, insurance etc.,",,Angel Investors,2020
Tring,Entertainment,Pre seed round,3000000.0,Mumbai,Celebrity engagement platform,,"Kalyan Krishnamurthy, Sujeet Kumar, Keshav Sanghi, Roman Saini, Sumit Jain, Hemesh Singh",2020
Vakilsearch,Legal,Pre seed round,3000000.0,Chennai,"Online platform for legal, tax and compliance services",,Sujeet Kumar,2020
Khatabook,FinTech,Series B,60000000.0,Bangalore,It helps SMEs to maintain their accounts and ledger online.,,B Capital Group,2020
LendingKart,FinTech,Series D,11363000.0,Ahmedabad,Provides working capital loans and business loans to MSMEs,,"Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient",2020
Illumnus,EdTech,Seed Round,100000.0,Bangalore,Offers Collaborative learning management system for educational institutions,,Angel investors. HNI,2020
LetsTransport,Logistics,Seed Round,1715000.0,Bangalore,Offers techno logistics solutions,,Innoven Capital,2020
Eggoz,Agritech,Seed Round,329000.0,Bihar,"Provides technology backed, deep integration services to egg farmers",,"Tracxn Labs, Angellist, Tri-Deep Capital",2020
Winuall,EdTech,Seed Round,3000000.0,Bangalore,It helps coaching institutes in digitization,,"Ankit Bhati, Nitin Gupta",2020
Indian School Finance Company,FinTech,Seed Round,5271000.0,Hyderabad,NBFC that provides funding to education system,,Gray Matters Capital,2020
Juicy Chemistry,FinTech,Series A,650000.0,Bangalore,It focuses on organic based skincare products,,Akya Ventures,2020
DeepTek,Healthtech,Series A,3000000.0,Pune,AI enabled radiology platform,,GHV Accelerator,2020
Stepathlon Lifestyle,Fitness,Series A,3000000.0,Mumbai,It organises corporate wellness programs,,"Josh Liberman, Mark Adams",2020
Sindhuja Microcredit,FinTech,Series A,8700000.0,Noida,It provides financial services to self employed women entrepreneurs,,Nordic Microfinance Initiative,2020
Rentmojo,Rental,Series A,3226000.0,Bangalore,"Rental platform for furniture, appliances & electronics",,"Chiratae Ventures, Accel Partners, BCIP Venture Associates, Bain Capital, Renaud Laplanche",2020
Tesco Charge Zone,EV,Series A,3000000.0,Gujarat,Operates electric vehicle charging zone,,Mumbai Angels Network,2020
Intello Labs,"Supply chain, Agritech",Series A,5900000.0,Gurugram,Standardisation and Quality control of fruits & vegetables,,Saama Capital,2020
SirionLabs,SaaS,Series C,44000000.0,Gurugram,"Provides procurement, outsourcing services & contract management software",,"Tiger Global, Avatar Growth Capital",2020
Magicpin,FinTech,Series C,3879000.0,Gurugram,"It is a local discovery, rewards, and commerce platform",,Lightspeed Venture Partners,2020
GroCurv,B2B,Seed Round,3000000.0,Gurugram,"It offers a wide range of business related services like Branding, marketing, sales etc.,",,Unicorn Investments Pte Ltd,2020
Refrens,SaaS,Seed Round,1000000.0,Bangalore,"Offers a free invoicing, payments and expense management system",,"Vijay Shekhar Sharma, Anupam Mittal",2020
Shiprocket,Logistics,Series C,13000000.0,Bangalore,Tech enabled logistics aggregator,,"Tribe Capital, Innoven Capital, BII",2020
Spyne,AI,Pre series A,3000000.0,Gurugram,Helps online businesses with visual content,,"Angellist, Smile Group, Manish Amin, Anil Goel, Anubhav Sonthalia, Deepak Mittal",2020
Nykaa,E-commerce,Pre series A,8800000.0,Mumbai,Deals in cosmetic and wellness products,,Steadview capital,2020
Docsapp,Healthtech,Pre series A,9500000.0,Bangalore,Online doctor consultation app,,"Bessemer Venture Partners India, Fusian Capital, Rebright Partners, Milliways Fund LLC",2020
Phable,Healthtech,Pre series A,1000000.0,Bangalore,"It creates an engagement loop between doctors, hospitals, and patients via its app",,Inflection Point Ventures,2020
Generic Aadhaar,Pharma,Pre series A,3000000.0,Bangalore,It provides a platform for entrepreneurs to access generic  medicine at low cost,,Ratan Tata,2020
Nium,FinTech,Pre series A,3000000.0,Bangalore,Open global money platform,,"VisaVentures, BRI Ventures",2020
Mintoak,FinTech,Pre series A,2000000.0,Mumbai,Merchant payment solutions startup,,Pravega Ventures,2020
VestSpace,Spacetech,Pre series A,10000000.0,Pune,It builds small satellite paltforms,,Next Capital,2020
Blackbuck,Logistics,Pre series A,3000000.0,Bangalore,Provides trucking services,,Trifecta Venture,2020
Vernacular ai,AI,Series A,5100000.0,Bangalore,It offers Multiligual AI platform,,"Exfinity Ventures, IAN Fund",2020
Clover,Agritech,Series A,920000.0,Bangalore,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,,Alteria Capital,2020
Varthana,FinTech,Series D,15000000.0,Bangalore,Offers secured and unsecured loans,,ChrysCapital,2020
Codeninja,SaaS,Seed Round,3000000.0,Bangalore,AI-powered 'no-code' platform which can generate application development code,,"Hari Balasubramanian, EaSyndicate",2020
MetaMerphoSys,Insurance,Pre series A,3000000.0,Pune,Digital insurance platform for businesses,,Good Capital,2020
Rooter,Gaming,Pre series A,1700000.0,Delhi,Live sports engagement platform,,"Paytm, leAD Sports, Rockstud Capital, Founder Bank Capital",2020
Aker Foods,Food & Beverage,Pre series A,3000000.0,Pune,Ai driven supply chain platform,,Mumbai Angels Network,2020
Sascan Meditech pvt ltd,Healthtech,Pre series A,3000000.0,Kerala,They are developing technology that can detect early cancerous cells,,Unicorn India Ventures,2020
DailyHunt,Entertainment,Pre series A,35600000.0,Bangalore,News aggregator,,Lupa India,2020
Pratilipi,Entertainment,Series C,9400000.0,Bangalore,A digital platform that connects readers and writers in various languages,,Tencent,2020
Biryani By Kilo,Food,Series B,790000.0,Delhi,Online paltform to order biryani,,"Devanshu Dolat Desai, Anand M Khatau, Debasish Priyadarshi Purohit, Kaushik Shanghvi",2020
Consure Medical,Healthtech,Series B,480000.0,Delhi,"Novel platform technologies to manage, diagnose, and treat various GI disorders",,"Accel Partners, Jungle Ventures",2020
Servify,FinTech,Series B,250000.0,Mumbai,It is a technology company which serves as a platform for brands to offer end-to-end solutions to their users,,Barkawi,2020
Tessol,Logistics,Series A,160000.0,Mumbai,It provides end to end cold chain logistics solutions,,1Funds Domestic Scheme,2020
Remedo,Healthtech,Pre series A,3000000.0,Noida,"It helps doctors engage with patients, improve patient experience",,RiverRock Ventures,2020
News Reach,Entertainment,Pre series A,3000000.0,Ahmedabad,"It is a platform that digitalises local newspaper publishers, reporters, stringers by aggregating their content",,Mumbai Angels Network,2020
RoomSoom,Real Estate,Pre series A,3000000.0,Noida,It provides co-living and student rooms,,Mumbai Angels Network,2020
Pedagogy,EdTech,Pre series A,400000.0,Bangalore,It has a single subscription model that allows users to access books and digital courses.,,Inflection Point Ventures,2020
Classplus,EdTech,Series B,8200000.0,Delhi,"It provides mobile-first software for coaching institutes, tuition centres and private tutors",,RTP Global,2020
Medlife,Pharmaceutical,Series B,15500000.0,Bangalore,It solves inadequacies in the healthcare delivery system through technology,,Hero Fincorp,2020
Qin1,EdTech,Series B,3000000.0,Noida,It is alearning platform for kids in the age group 5 to 14 yrs,,Venture Catalysts,2020
MYSUN,Tech,Pre series A,4257000.0,Delhi,Platform for rooftop solar energy solutions,,Undisclosed,2020
ShopX,E-commerce,Pre series A,1410000.0,Bangalore,B2B retail operating system,,Li and Fung,2020
Sarva,Yoga & wellness,Pre series A,3000000.0,Bangalore,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,,"Mantra Capital, Patni Family",2020
Expertrons,AI,Seed Round,3000000.0,Mumbai,AI video bot platform for career hacks,,"Nikhil Vora, Iceland Venture Studio, LetsVenture, Samyakth Capital",2020
NewsBytes,Digital Media,Series A,1500000.0,Gurugram,News portal,,North Base Media,2020
Wagonfly,FinTech,Series A,500000.0,Bangalore,Contactless shopping and delivery experience by using radio frequency to tag retail items,,Investment Trust of India,2020
NIRA,FinTech,Pre series A,2100000.0,Bangalore,It offers access and credit to working Indians,,Angel investors,2020
Convosight,Data Science,Pre series A,4000000.0,Hyderabad,It helps business gain insights from its community on Facebook groups,,"IvyCap Ventures, Sequoia Capital",2020
Fittr,Fitness,Pre series A,2000000.0,Pune,Fitness Social Network & Consultation Platform,,"Sequoia Capital Surge, Better Capital",2020
AsknBid,Investment Tech,Pre series A,3000000.0,Bangalore,It builds algorithmic investing-based tech products,,Ravikanth Reddy & Mumbai Angel Network,2020
Bira91,Beverage,Series C,20000000.0,Bangalore,Craft beer maker,,"Sequoia Capital, Sofina",2020
Finaureus Technologies,FinTech,Pre series A,3000000.0,Pune,Provides investment management solutions,,Pinetree Capital,2020
Daily Ninja,E-commerce,Pre series A,349800.0,Haryana,Online Milk Delivery startup,,Big Basket,2020
Guvi Geek Network Pvt Ltd,EdTech,Pre series A,786000.0,Chennai,Operates vernacular-language based education,,Education Catalyst Fund,2020
LoadShare,Logistics,Series B,2004000.0,Bangalore,Provides technology based solutions to SMEs in logistics,,CDC Group,2020
Vedantu,EdTech,Series C,6800000.0,Bangalore,Onine learning platform,,KB Global Platform Firm,2020
Indusface,Tech,Series C,5000000.0,Bangalore,It provides IT security solutions,,Tata Capital Growth Fund II,2020
DMI Group,Finance,Series C,123000000.0,Delhi,Pan-India Credit providing platform,,NXC Corporation,2020
Spintly,IoT,Pre series A,248000.0,Goa,It is a wireless cloud-based access control system,,Saltwater Venture Sparks,2020
Credr,Automotive,Pre series A,3000000.0,Mumbai,A marketplace to buy and sell used bikes and scooters,,Stride Ventures,2020
